日期/时间,环境:场地室外空气干球温度[C](小时),热区:空间102:区平均气温[C](小时),热区:空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能[kwh](小时),风机:风机电能[kwh](小时),VRF热泵:VRF热泵冷却电能[kwh](小时),VRF热泵:VRF热泵加热电能[kwh](小时)
 02/27  14:00:00,7.9125,15.93682113,48.23524304,572.7902516,-0.874213941,21.13534252,5.415881507,0,0,0
 02/27  15:00:00,8.225,16.07868189,47.44341531,581.5686617,-0.852724204,20.34535284,5.415881507,0,0,0
 02/27  16:00:00,8.2375,16.47472699,47.04584777,628.9484297,-0.812288794,18.92296702,5.415881507,0,0,0
 02/27  17:00:00,8.0125,16.22075098,47.97485625,615.5426123,-0.814898772,19.00903563,5.415881507,0,0,0
 02/27  18:00:00,7.5875,15.58069093,49.08509909,539.4969498,-0.879763147,21.35888297,5.415881507,0,0,0
 02/27  19:00:00,7.15,15.01702901,50.2672466,466.8760111,-0.952814213,24.18632632,5.415881507,0,0,0
 02/27  20:00:00,6.6875,14.65301093,51.41981996,424.0217011,-1.97792822,75.75141895,5.415881507,0,0,0
 02/27  21:00:00,6.25,14.50972515,52.15430611,413.2575023,-2.001588655,76.83325874,5.415881507,0,0,0
 02/27  22:00:00,5.9125,14.41332571,52.53108367,411.9350643,-2.014524119,77.41358484,5.415881507,0,0,0
 02/27  23:00:00,5.7375,14.35440039,52.42729514,411.7727093,-2.025255281,77.88991514,5.415881507,0,0,0
 02/27  24:00:00,5.6375,13.0362265,56.66657921,411.7550685,-2.135435195,82.36794211,0,0,0,0
 02/28  01:00:00,5.6,12.68189351,57.28886324,411.7517219,-1.251861207,37.81963329,0,0,0,0
 02/28  02:00:00,5.5375,12.61246411,56.63776868,411.7506175,-1.267731827,38.62079266,0,0,0,0
 02/28  03:00:00,5.4375,12.54404018,55.8301677,411.7502214,-1.283480122,39.4219235,0,0,0,0
 02/28  04:00:00,5.275,12.46715834,55.50392814,411.7500794,-1.297728432,40.15181329,0,0,0,0
 02/28  05:00:00,5.075,12.37799952,55.50462015,411.7500285,-1.312962956,40.93731063,0,0,0,0
 02/28  06:00:00,4.875,12.2860392,55.7640608,411.7500102,-1.328415446,41.73904874,0,0,0,0
 02/28  07:00:00,4.675,12.1966959,56.32279063,411.7500037,-1.342107704,42.45351123,0,0,0,0
 02/28  08:00:00,4.475,13.44435501,52.10587791,411.7500009,-1.247729907,37.66801848,5.415881507,0,0,0
 02/28  09:00:00,4.4,13.73417214,51.12357829,411.7500001,-1.171325229,33.8582506,5.415881507,0,0,0
 02/28  10:00:00,4.4625,15.20781511,48.84126038,579.7857338,-1.041213571,28.00419371,5.415881507,0,0,0
 02/28  11:00:00,4.6875,15.23054965,50.06971369,622.4396684,-0.969447136,24.85392133,5.415881507,0,0,0
 02/28  12:00:00,4.9875,15.32246312,49.66128991,617.4287236,-0.966436321,24.72846993,5.415881507,0,0,0
 02/28  13:00:00,5.4125,15.07630665,49.34848328,572.8956215,-0.984155974,25.4617114,5.415881507,0,0,0
 02/28  14:00:00,5.975,15.32541086,48.12775824,572.728347,-0.973834603,25.03371496,5.415881507,0,0,0
 02/28  15:00:00,6.6375,15.53614496,47.96576722,581.5408614,-0.944293339,23.83508662,5.415881507,0,0,0
 02/28  16:00:00,7.2125,16.05330195,47.85595132,629.0040154,-0.888355404,21.67455161,5.415881507,0,0,0
 02/28  17:00:00,7.3375,15.89818417,48.57148705,615.667892,-0.876819939,21.23289821,5.415881507,0,0,0
 02/28  18:00:00,7.175,15.32724756,48.81652005,539.6223161,-0.935243176,23.49102958,5.415881507,0,0,0
 02/28  19:00:00,6.975,14.81612244,48.47980012,465.2772436,-1.006063207,26.38528482,5.415881507,0,0,0
 02/28  20:00:00,6.775,14.53038558,48.07685738,424.0619964,-2.026897767,77.95956903,5.415881507,0,0,0
 02/28  21:00:00,6.6375,14.46027386,48.08320209,413.2679216,-2.044180978,78.7178619,5.415881507,0,0,0
 02/28  22:00:00,6.6625,14.45040707,48.87284845,411.937155,-2.045966972,78.79523862,5.415881507,0,0,0
 02/28  23:00:00,6.825,14.47929725,50.20803396,411.7730792,-2.039599374,78.51877506,5.415881507,0,0,0
 02/28  24:00:00,6.9625,13.22040187,56.07467786,411.7551759,-2.133910936,82.3210834,0,0,0,0
 03/01  01:00:00,7.0625,12.91162474,58.77789605,411.8507417,-2.043676316,78.69600578,0,0,0,0
 03/01  02:00:00,7.2875,12.93070694,60.6421556,411.9270071,-2.040965456,78.57815804,0,0,0,0
 03/01  03:00:00,7.5875,12.98337826,62.68178593,411.9544867,-2.029109978,78.05962501,0,0,0,0
 03/01  04:00:00,7.7625,13.01189131,64.47456823,411.9643984,-2.019630914,77.64100074,0,0,0,0
 03/01  05:00:00,7.8,13.00496341,65.84875721,411.9679769,-2.017268006,77.53604723,0,0,0,0
 03/01  06:00:00,7.7375,12.97143943,66.66788927,411.9692694,-2.020697566,77.68825651,0,0,0,0
 03/01  07:00:00,7.575,12.90944707,66.81533409,411.9697362,-2.031278145,78.15480708,0,0,0,0
 03/01  08:00:00,7.4375,14.22024205,60.67819191,411.9699367,-1.908034269,72.31843568,5.415881507,0,0,0
 03/01  09:00:00,7.3375,14.4837803,58.43829387,411.9699932,-1.817564212,67.92392925,5.415881507,0,0,0
 03/01  10:00:00,7.3,15.90333202,54.38837613,579.321927,-1.669676243,60.06658914,5.415881507,0,0,0
 03/01  11:00:00,7.425,15.90267671,54.10285871,622.5959305,-1.591765262,55.89669834,5.415881507,0,0,0
 03/01  12:00:00,7.6875,15.98551749,52.76739069,617.5990839,-1.593477332,55.99021099,5.415881507,0,0,0
 03/01  13:00:00,8.1125,15.74456644,52.22633092,573.0815556,-1.614861509,57.1528677,5.415881507,0,0,0
 03/01  14:00:00,8.7375,16.01375951,51.09888833,572.9210362,-1.597404969,56.20355772,5.415881507,0,0,0
 03/01  15:00:00,9.625,16.29618011,51.12924547,581.7433727,-1.550085486,53.62623011,5.415881507,0,0,0
 03/01  16:00:00,10.5,16.89536562,51.6567555,629.2270175,-1.463890015,48.94824551,5.415881507,0,0,0
 03/01  17:00:00,10.7375,16.79380242,52.97692952,615.8886938,-1.435758762,47.42725015,5.415881507,0,0,0
 03/01  18:00:00,10.575,16.23047204,53.45014404,539.8322424,-1.502364325,51.03247371,5.415881507,0,0,0
 03/01  19:00:00,10.3125,15.71931136,53.73122803,465.4881785,-1.586353977,55.60175396,5.415881507,0,0,0
 03/01  20:00:00,10.0125,15.43145168,54.02426415,424.2737424,-2.637712812,95.88067564,5.415881507,0,0,0
 03/01  21:00:00,9.7125,15.33110314,54.10515981,413.4852483,-2.660346935,96.21050018,5.415881507,0,0,0
 03/01  22:00:00,9.4125,15.25110379,54.55222815,412.1565276,-2.67120393,96.35986767,5.415881507,0,0,0
 03/01  23:00:00,9.175,15.18274162,55.14891161,411.9929505,-2.68011664,96.47914662,5.415881507,0,0,0
 03/01  24:00:00,8.975,13.92436251,60.14375489,411.9751516,-2.80414733,97.74425508,0,0,0,0
 03/02  01:00:00,8.8375,13.55373991,61.83947148,411.971767,-1.908385196,72.46167878,0,0,0,0
 03/02  02:00:00,8.675,13.48094969,62.78950784,411.9706392,-1.920030377,73.02510391,0,0,0,0
 03/02  03:00:00,8.475,13.40054727,63.77557341,411.9702311,-1.93244112,73.62040462,0,0,0,0
 03/02  04:00:00,8.275,13.32430828,64.69344997,411.9700835,-1.943929473,74.16658975,0,0,0,0
 03/02  05:00:00,8.075,13.24894035,65.40707844,411.9700302,-1.955726436,74.72244354,0,0,0,0
 03/02  06:00:00,7.875,13.17359264,65.94078194,411.9700109,-1.968514409,75.319165,0,0,0,0
 03/02  07:00:00,7.7375,13.11222275,66.3575926,411.9700039,-1.980062815,75.85282043,0,0,0,0
 03/02  08:00:00,7.6375,14.38987486,60.86297039,411.9700009,-1.857904893,69.86525879,5.415881507,0,0,0
 03/02  09:00:00,7.85,14.7019314,59.67787716,411.9700001,-1.76360647,65.12468286,5.415881507,0,0,0
 03/02  10:00:00,8.25,16.23647055,57.03529668,579.2144215,-1.593604462,55.97277099,5.415881507,0,0,0
 03/02  11:00:00,8.5875,16.31059782,57.97562657,622.3492145,-1.495766688,50.67086537,5.415881507,0,0,0
 03/02  12:00:00,8.825,16.39554781,56.95653845,617.3229868,-1.492844281,50.5116592,5.415881507,0,0,0
 03/02  13:00:00,9.025,16.09783899,56.26011112,572.8088114,-1.520644936,52.02368295,5.415881507,0,0,0
 03/02  14:00:00,9.2875,16.27838571,54.65947312,572.6428124,-1.518353863,51.89829506,5.415881507,0,0,0
 03/02  15:00:00,9.65,16.43624666,53.99056611,581.394004,-1.490699935,50.39538315,5.415881507,0,0,0
 03/02  16:00:00,10.05,16.9169402,53.36753731,628.7541649,-1.430118938,47.12815461,5.415881507,0,0,0
 03/02  17:00:00,10.1375,16.75937265,54.25599097,615.3673676,-1.417724456,46.46001326,5.415881507,0,0,0
 03/02  18:00:00,9.9125,16.16610367,55.15855793,539.436818,-1.487965195,50.25187371,5.415881507,0,0,0
 03/02  19:00:00,9.55,15.64066466,55.5729024,466.9558348,-1.573645048,54.9097081,5.415881507,0,0,0
 03/02  20:00:00,9.15,15.29245711,55.91558064,424.1927177,-2.634922207,95.83755326,5.415881507,0,0,0
 03/02  21:00:00,8.75,15.1523567,56.02296132,413.4672535,-2.664721758,96.27093773,5.415881507,0,0,0
 03/02  22:00:00,8.4125,15.05784399,56.24136518,412.1533202,-2.680433827,96.48315276,5.415881507,0,0,0
 03/02  23:00:00,8.1125,14.97599243,56.41127577,411.9924345,-2.693224417,96.64876863,5.415881507,0,0,0
 03/02  24:00:00,7.875,13.70151743,61.01233027,411.9750135,-2.824755226,97.92522064,0,0,0,0
 03/03  01:00:00,7.7375,13.33662307,62.33166156,411.9717136,-1.930635875,73.533851,0,0,0,0
 03/03  02:00:00,7.575,13.25711941,62.84768771,411.9706179,-1.945930486,74.2611177,0,0,0,0
 03/03  03:00:00,7.4375,13.18709107,63.47544638,411.9702227,-1.959291625,74.88947024,0,0,0,0
 03/03  04:00:00,7.275,13.11872849,64.10286093,411.9700803,-1.970672151,75.41924897,0,0,0,0
 03/03  05:00:00,7.1375,13.05217932,64.74486666,411.9700289,-1.98309508,75.99201319,0,0,0,0
 03/03  06:00:00,6.975,12.98148085,65.22109877,411.9700104,-1.995692902,76.56644412,0,0,0,0
 03/03  07:00:00,6.8375,12.91352244,65.3896596,411.9700037,-2.010182103,77.21957416,0,0,0,0
 03/03  08:00:00,6.8,14.21260149,59.71868805,411.9700009,-1.886449498,71.27114711,5.415881507,0,0,0
 03/03  09:00:00,6.8625,14.49297,57.81226642,411.9700001,-1.794583524,66.73993442,5.415881507,0,0,0
 03/03  10:00:00,7.275,16.02143827,53.93449849,579.0952511,-1.633721002,58.13250667,5.415881507,0,0,0
 03/03  11:00:00,8.125,16.22181065,53.81836632,622.1645343,-1.523618676,52.18471885,5.415881507,0,0,0
 03/03  12:00:00,9.375,16.56048752,52.31785787,617.2831906,-1.486233573,50.15401519,5.415881507,0,0,0
 03/03  13:00:00,10.8375,16.58469907,51.45712111,572.938907,-1.467580165,49.14307807,5.415881507,0,0,0
 03/03  14:00:00,12.275,17.24655906,49.63776303,572.8406682,-1.400045739,45.52295581,5.415881507,0,0,0
 03/03  15:00:00,13.6125,17.92308044,48.2759741,581.5784109,-1.291633664,39.84882746,5.415881507,0,0,0
 03/03  16:00:00,14.5375,18.71930091,47.52575403,628.908299,-1.161668958,33.42192704,5.415881507,0,0,0
 03/03  17:00:00,14.675,18.70509215,47.61682072,615.4501086,-1.115992125,31.25123417,5.415881507,0,0,0
 03/03  18:00:00,14.1625,18.07802475,47.71357237,539.4596033,-1.191250813,34.84388837,5.415881507,0,0,0
 03/03  19:00:00,13.3375,17.36286923,48.09453029,466.9560299,-1.297668328,40.16246293,5.415881507,0,0,0
 03/03  20:00:00,12.4375,16.70048195,49.17770828,424.1950096,-2.39745528,91.0123605,5.415881507,0,0,0
 03/03  21:00:00,11.6,16.22582015,50.65659758,413.4689145,-2.469514218,92.76584009,5.415881507,0,0,0
 03/03  22:00:00,10.925,15.93098008,51.79738697,412.1538084,-2.515902505,93.75717154,5.415881507,0,0,0
 03/03  23:00:00,10.5125,15.80528219,52.67762069,411.992527,-2.534813365,94.13163781,5.415881507,0,0,0
 03/03  24:00:00,10.2125,14.66132434,57.47907201,411.9750309,-2.645660721,95.89945297,0,0,0,0
 03/04  01:00:00,10.0375,14.32223181,59.6510099,411.9717356,-1.736250171,63.68251677,0,0,0,0
 03/04  02:00:00,9.9375,14.26722519,61.08200906,411.970629,-1.743972266,64.09116818,0,0,0,0
 03/04  03:00:00,9.775,14.20929796,62.63633289,411.9702279,-1.7483577,64.3226854,0,0,0,0
 03/04  04:00:00,9.5125,14.12475935,63.79923367,411.9700825,-1.758106492,64.83598404,0,0,0,0
 03/04  05:00:00,9.2125,14.02388457,64.6374185,411.9700299,-1.77332196,65.63348488,0,0,0,0
 03/04  06:00:00,8.85,13.90980681,65.08232821,411.9700108,-1.790892682,66.54827827,0,0,0,0
 03/04  07:00:00,8.575,13.80809887,65.07524022,411.9700039,-1.81136189,67.60534457,0,0,0,0
 03/04  08:00:00,8.4375,14.94929979,59.86935476,411.9700009,-1.706144934,62.03604689,5.415881507,0,0,0
 03/04  09:00:00,8.7125,15.2315718,58.36896434,411.9700001,-1.623861904,57.64248118,5.415881507,0,0,0
 03/04  10:00:00,9.4,16.84405035,55.45821337,579.0890529,-1.447581883,48.11451125,5.415881507,0,0,0
 03/04  11:00:00,10.2625,17.07319902,56.16054603,622.1253297,-1.32820981,41.72905284,5.415881507,0,0,0
 03/04  12:00:00,11.1625,17.32837579,55.1662815,617.1821178,-1.299161596,40.22703141,5.415881507,0,0,0
 03/04  13:00:00,12.125,17.40815711,53.71643215,572.7117552,-1.280019429,39.24619461,5.415881507,0,0,0
 03/04  14:00:00,13.125,18.00036901,51.53023513,572.5193067,-1.213173301,35.90419734,5.415881507,0,0,0
 03/04  15:00:00,14.125,18.51219726,50.26990453,581.2269969,-1.132112592,32.00688287,5.415881507,0,0,0
 03/04  16:00:00,14.9375,19.20062933,49.71587975,628.5205687,-1.030597304,27.44854916,5.415881507,0,0,0
 03/04  17:00:00,15.1375,19.17494325,49.66718871,615.0650336,-0.994762989,25.90183834,5.415881507,0,0,0
 03/04  18:00:00,14.85,18.66403986,49.22017014,539.1757403,-1.054805312,28.50156079,5.415881507,0,0,0
 03/04  19:00:00,14.3875,18.11674284,48.94852373,465.1220625,-1.138648756,32.31801191,5.415881507,0,0,0
 03/04  20:00:00,13.7625,17.6463747,49.28604671,424.139655,-2.210903978,85.29173542,5.415881507,0,0,0
 03/04  21:00:00,13.125,17.30022328,50.30380895,413.4561786,-2.264165124,87.11700309,5.415881507,0,0,0
 03/04  22:00:00,12.525,16.97062957,51.60649602,412.1515338,-2.306382705,88.45396804,5.415881507,0,0,0
 03/04  23:00:00,11.9875,16.66191554,52.95712344,411.9921792,-2.347302393,89.66398496,5.415881507,0,0,0
 03/04  24:00:00,11.425,15.39337449,57.87654149,411.9749511,-2.479523883,92.86245392,0,0,0,0
 03/05  01:00:00,10.95,14.9571165,60.27565401,411.9717106,-1.583937232,55.47066631,0,0,0,0
 03/05  02:00:00,10.55,14.81476945,61.83992406,411.9706202,-1.60474905,56.60365518,0,0,0,0
 03/05  03:00:00,10.15,14.68083649,63.32871079,411.9702247,-1.62343394,57.61927529,0,0,0,0
 03/05  04:00:00,9.8125,14.56285401,64.85995972,411.9700813,-1.640094344,58.52307879,0,0,0,0
 03/05  05:00:00,9.5125,14.45696727,66.24750453,411.9700294,-1.654961414,59.32775368,0,0,0,0
 03/05  06:00:00,9.275,14.36639688,67.43312965,411.9700106,-1.668728034,60.07107968,0,0,0,0
 03/05  07:00:00,9.1375,14.30256422,68.10636892,411.9700038,-1.679874747,60.67145648,0,0,0,0
 03/05  08:00:00,9.0375,15.35740938,63.27017358,411.9700009,-1.581134532,55.31031862,5.415881507,0,0,0
 03/05  09:00:00,9.1875,15.58903363,61.50810065,411.9700001,-1.510178958,51.45338235,5.415881507,0,0,0
 03/05  10:00:00,9.7375,17.15258917,57.58770075,578.9558016,-1.345885388,42.74476179,5.415881507,0,0,0
 03/05  11:00:00,10.5625,17.36877212,56.92947481,621.8458865,-1.235860027,37.01952918,5.415881507,0,0,0
 03/05  12:00:00,11.5875,17.70079675,54.2790032,616.9221648,-1.20972536,35.72785199,5.415881507,0,0,0
 03/05  13:00:00,12.75,17.92084237,51.4902178,572.4758358,-1.175241175,34.04785882,5.415881507,0,0,0
 03/05  14:00:00,13.95,18.59599771,48.71321107,572.3257585,-1.099847292,30.52241699,5.415881507,0,0,0
 03/05  15:00:00,15.025,19.13679309,47.75769466,581.0328294,-1.011857985,26.63051302,5.415881507,0,0,0
 03/05  16:00:00,15.775,19.78241436,48.45995712,628.2856464,-0.911888052,22.58433174,5.415881507,0,0,0
 03/05  17:00:00,15.8125,19.69651657,50.61410003,614.7689871,-0.874125402,21.13161468,5.415881507,0,0,0
 03/05  18:00:00,15.2,19.06833662,52.99545553,538.89822,-0.934769637,23.47825386,5.415881507,0,0,0
 03/05  19:00:00,14.2125,18.30138519,55.79269427,466.625852,-1.033549575,27.57671026,5.415881507,0,0,0
 03/05  20:00:00,13.05,17.50400225,58.50097201,424.0693645,-2.143300782,82.76562969,5.415881507,0,0,0
 03/05  21:00:00,12.0375,16.87991755,60.48709821,413.4410442,-2.23974143,86.29323422,5.415881507,0,0,0
 03/05  22:00:00,11.325,16.47203411,61.33418552,412.148995,-2.306644643,88.46049282,5.415881507,0,0,0
 03/05  23:00:00,10.9125,16.31646806,61.17532167,411.9917838,-2.339895015,89.45358397,5.415881507,0,0,0
 03/05  24:00:00,10.7375,15.34032069,64.51794563,411.9747607,-2.442683626,92.05858059,0,0,0,0
 03/06  01:00:00,10.7625,15.10695285,64.79262151,411.9716707,-1.518738202,51.91896174,0,0,0,0
 03/06  02:00:00,10.8,15.08815681,64.27914762,411.9706053,-1.527352726,52.38782702,0,0,0,0
 03/06  03:00:00,10.8,15.06716842,63.8527118,411.9702193,-1.535114395,52.81049139,0,0,0,0
 03/06  04:00:00,10.675,15.01872839,63.82217865,411.9700795,-1.544161041,53.30331839,0,0,0,0
 03/06  05:00:00,10.475,14.94277398,63.99096321,411.9700288,-1.558306951,54.0741526,0,0,0,0
 03/06  06:00:00,10.2125,14.85067059,64.14798386,411.9700104,-1.574566981,54.96021517,0,0,0,0
 03/06  07:00:00,9.975,14.76128931,64.20074813,411.9700038,-1.592113056,55.91595086,0,0,0,0
 03/06  08:00:00,9.8375,15.72444674,60.02651022,411.9700009,-1.504757863,51.16676578,5.415881507,0,0,0
 03/06  09:00:00,9.925,15.92376553,58.79249523,411.9700001,-1.440735572,47.69407235,5.415881507,0,0,0
 03/06  10:00:00,10.3125,17.43818435,55.37943926,579.6516347,-1.283119017,39.51353469,5.415881507,0,0,0
 03/06  11:00:00,10.875,17.57372156,55.14079899,621.9244157,-1.18560248,34.5494328,5.415881507,0,0,0
 03/06  12:00:00,11.475,17.77051866,53.22864666,616.9493735,-1.175525019,34.06149387,5.415881507,0,0,0
 03/06  13:00:00,12.0125,17.69936331,50.95302281,572.4800778,-1.178763271,34.21928968,5.415881507,0,0,0
 03/06  14:00:00,12.325,17.98306059,47.84440344,572.3261081,-1.161939742,33.41070842,5.415881507,0,0,0
 03/06  15:00:00,12.3375,18.0609414,45.49108071,581.0438764,-1.150022985,32.84231608,5.415881507,0,0,0
 03/06  16:00:00,12.2375,18.38140037,43.96269203,629.860219,-1.119309625,31.40951275,5.415881507,0,0,0
 03/06  17:00:00,11.95,18.05831083,44.06206,614.9022679,-1.13671316,32.22151482,5.415881507,0,0,0
 03/06  18:00:00,11.4875,17.28910189,44.86112294,539.108892,-1.231784726,36.84105914,5.415881507,0,0,0
 03/06  19:00:00,10.9875,16.6298058,45.94992422,466.7993535,-1.338383162,42.2675734,5.415881507,0,0,0
 03/06  20:00:00,10.425,16.23968373,47.63546577,424.136422,-2.401951046,91.14140393,5.415881507,0,0,0
 03/06  21:00:00,9.825,16.05788659,49.15932515,413.4537786,-2.432741579,91.9150472,5.415881507,0,0,0
 03/06  22:00:00,9.2875,15.91236656,50.42772639,412.1507531,-2.45345194,92.40552033,5.415881507,0,0,0
 03/06  23:00:00,8.9125,15.80387961,51.62638863,411.991999,-2.469686157,92.77545432,5.415881507,0,0,0
 03/06  24:00:00,8.6125,14.71089458,56.13132644,411.9747946,-2.581378827,94.87665129,0,0,0,0
 03/07  01:00:00,8.375,14.39220571,58.21664883,411.9716729,-1.66775254,60.0183616,0,0,0,0
 03/07  02:00:00,8.175,14.29023955,59.50174838,411.9706024,-1.685192455,60.95729225,0,0,0,0
 03/07  03:00:00,8.0375,14.20993201,60.55496147,411.9702168,-1.700083771,61.75606502,0,0,0,0
 03/07  04:00:00,7.9375,14.14537057,61.49141054,411.970078,-1.711657848,62.37479041,0,0,0,0
 03/07  05:00:00,7.9,14.09858305,62.19810877,411.9700281,-1.721523931,62.90065311,0,0,0,0
 03/07  06:00:00,7.8375,14.05130939,62.72949199,411.9700101,-1.730216704,63.36261688,0,0,0,0
 03/07  07:00:00,7.8,14.00513712,62.89866387,411.9700036,-1.741825973,63.9776611,0,0,0,0
 03/07  08:00:00,7.8,15.10562641,58.19814135,411.9700008,-1.637676536,58.36951291,5.415881507,0,0,0
 03/07  09:00:00,7.9875,15.33804208,56.66457376,411.9700001,-1.56507539,54.4430086,5.415881507,0,0,0
 03/07  10:00:00,8.35,16.82401734,53.80485081,579.7181889,-1.406797024,45.9348291,5.415881507,0,0,0
 03/07  11:00:00,8.75,16.89688662,54.13804996,622.0523881,-1.315965174,41.09480437,5.415881507,0,0,0
 03/07  12:00:00,9.0875,16.99662377,52.71070203,617.050858,-1.314778204,41.03127784,5.415881507,0,0,0
 03/07  13:00:00,9.45,16.73763233,51.54019355,572.5987682,-1.341673484,42.43466146,5.415881507,0,0,0
 03/07  14:00:00,9.725,16.91905861,49.5938725,572.4748082,-1.340074313,42.34800496,5.415881507,0,0,0
 03/07  15:00:00,9.925,17.02521938,48.35999425,581.2190428,-1.323295197,41.47279466,5.415881507,0,0,0
 03/07  16:00:00,10.0625,17.44117766,47.31094585,628.5268094,-1.276359136,39.06630537,5.415881507,0,0,0
 03/07  17:00:00,10.1625,17.26064937,47.77123646,615.1323166,-1.273953183,38.93910384,5.415881507,0,0,0
 03/07  18:00:00,10.1375,16.70759671,48.68961694,539.2890665,-1.341028392,42.40856156,5.415881507,0,0,0
 03/07  19:00:00,10.0375,16.21352583,49.55193881,465.2081375,-1.420301187,46.60088471,5.415881507,0,0,0
 03/07  20:00:00,9.875,15.94413341,50.72953665,424.1744953,-2.467228416,92.71683429,5.415881507,0,0,0
 03/07  21:00:00,9.6125,15.84606682,51.74725618,413.4633731,-2.486322191,93.1409416,5.415881507,0,0,0
 03/07  22:00:00,9.375,15.77176505,52.48346313,412.1526417,-2.497988422,93.38948458,5.415881507,0,0,0
 03/07  23:00:00,9.175,15.71255936,53.24900869,411.9923287,-2.506156139,93.5596203,5.415881507,0,0,0
 03/07  24:00:00,8.975,14.61438238,57.49640673,411.9748822,-2.617237215,95.46645333,0,0,0,0
 03/08  01:00:00,8.775,14.30224516,58.85743131,411.9717064,-1.705618914,62.05204696,0,0,0,0
 03/08  02:00:00,8.575,14.2067581,59.65362909,411.9706155,-1.723228151,62.99119372,0,0,0,0
 03/08  03:00:00,8.375,14.11478191,60.36662229,411.9702219,-1.739788144,63.8697449,0,0,0,0
 03/08  04:00:00,8.175,14.02678591,60.93206176,411.97008,-1.756070479,64.72888577,0,0,0,0
 03/08  05:00:00,8.0375,13.95332057,61.55690864,411.9700288,-1.770487633,65.48534006,0,0,0,0
 03/08  06:00:00,7.875,13.87768678,62.04964001,411.9700104,-1.784324471,66.20721489,0,0,0,0
 03/08  07:00:00,7.7375,13.80525552,62.41018652,411.9700037,-1.799454401,66.99180025,0,0,0,0
 03/08  08:00:00,7.7,14.93769795,58.30984561,411.9700009,-1.691922648,61.27854217,5.415881507,0,0,0
 03/08  09:00:00,7.7625,15.15515951,57.78058433,411.9700001,-1.613992522,57.1063756,5.415881507,0,0,0
 03/08  10:00:00,7.9875,16.60781634,55.3404059,579.7048003,-1.458723773,48.70204002,5.415881507,0,0,0
 03/08  11:00:00,8.2875,16.65025388,56.59586812,622.0042785,-1.369203923,43.87962417,5.415881507,0,0,0
 03/08  12:00:00,8.65,16.75344786,56.09195357,616.9826053,-1.364662797,43.63855567,5.415881507,0,0,0
 03/08  13:00:00,9.1125,16.52203268,56.16930049,572.5323262,-1.38274704,44.59706366,5.415881507,0,0,0
 03/08  14:00:00,9.6125,16.75333712,55.63659028,572.4182108,-1.368429682,43.8386106,5.415881507,0,0,0
 03/08  15:00:00,10.1125,16.92896887,55.63934782,581.1754682,-1.335293184,42.09795416,5.415881507,0,0,0
 03/08  16:00:00,10.4875,17.40453291,55.21411918,628.4927526,-1.274220468,38.95965053,5.415881507,0,0,0
 03/08  17:00:00,10.5375,17.23334325,55.81715038,615.0761065,-1.264746487,38.47227768,5.415881507,0,0,0
 03/08  18:00:00,10.3125,16.6378008,56.13742125,539.2236177,-1.340100859,42.36244336,5.415881507,0,0,0
 03/08  19:00:00,9.95,16.10555017,55.69651785,466.8457576,-1.430836786,47.16727813,5.415881507,0,0,0
 03/08  20:00:00,9.4875,15.7402602,55.19809999,424.1556019,-2.499420755,93.41217159,5.415881507,0,0,0
 03/08  21:00:00,8.9875,15.58196953,54.70037906,413.4590673,-2.535022962,94.13471468,5.415881507,0,0,0
 03/08  22:00:00,8.55,15.46459426,54.30941997,412.1518606,-2.557596373,94.55913109,5.415881507,0,0,0
 03/08  23:00:00,8.2125,15.37023462,54.20956707,411.9921997,-2.5753066,94.87588245,5.415881507,0,0,0
 03/08  24:00:00,7.9125,14.19775671,58.22844576,411.974951,-2.698269864,96.60571617,0,0,0,0
 03/09  01:00:00,7.675,13.83253853,59.71895327,411.971689,-1.798888408,66.96220136,0,0,0,0
 03/09  02:00:00,7.475,13.73089016,60.45760103,411.9706078,-1.81866991,67.98027616,0,0,0,0
 03/09  03:00:00,7.275,13.63876693,61.09011889,411.9702186,-1.83555106,68.8410753,0,0,0,0
 03/09  04:00:00,7.075,13.54969048,61.44167307,411.9700786,-1.85264464,69.70488011,0,0,0,0
 03/09  05:00:00,6.9375,13.47578581,61.86658806,411.9700282,-1.868233413,70.48555858,0,0,0,0
 03/09  06:00:00,6.775,13.39955281,62.33571502,411.9700102,-1.882083093,71.17277341,0,0,0,0
 03/09  07:00:00,6.6375,13.3229526,62.30667825,411.9700036,-1.899685677,72.03781631,0,0,0,0
 03/09  08:00:00,6.6,14.53025422,57.31525424,411.9700008,-1.786021086,66.22098318,5.415881507,0,0,0
 03/09  09:00:00,6.85,14.79706834,56.32098295,411.9700001,-1.701255041,61.81872912,5.415881507,0,0,0
 03/09  10:00:00,7.3125,16.31208246,53.96931742,579.7592469,-1.535328978,52.82651459,5.415881507,0,0,0
 03/09  11:00:00,7.6875,16.37922933,55.15888639,622.1268857,-1.440113844,47.66179757,5.415881507,0,0,0
 03/09  12:00:00,7.9875,16.46796002,54.38160217,617.1042111,-1.438175939,47.5564899,5.415881507,0,0,0
 03/09  13:00:00,8.225,16.1844471,53.8516355,572.6200133,-1.464578647,48.98232706,5.415881507,0,0,0
 03/09  14:00:00,8.425,16.34822435,52.32196229,572.468281,-1.464000754,48.9495253,5.415881507,0,0,0
